ID ECAO	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type	URCH specific	hasNoOnto	Taxon	Pubmed references	Reference	Time for P. lividus at 18ÃƒÂ‚Ã‚Â°C	stage preceded by	subset				
ECAO:0000284	stage 11		blastula period				The embryo, whether or not hatched from the fertilization envelope, has formed a vegetal plate but gastrulation has not begun (vegetal plate stage).													NCBITaxon:7586				stage 10	ecao_developmental_stage				
ECAO:0000286	stage 12		gastrula period				The embryo has hatched from the fertilization envelope and is undergoing the earliest cell movements of gastrulation (includes early, mid-, and late mesenchyme blastula episodes and blastopore formation stage).													NCBITaxon:7586				stage 11	ecao_developmental_stage				
ECAO:0000290	hatched blastula stage		stage 12				The fertilization envelope has started to break down due to the secretion by ectodermal cells of the hatching enzyme, a metalloprotease that digests the fertilization envelope and frees the embryo. The embryo rotates within the envelope or swims away as soon as it is free.The vegetal plate has not formed. 	HB, B5, very late blastula stage												NCBITaxon:7656	Formery et al., (in prep) Masuda M. (1979). Species specific pattern of ciliogenesis in developing sea urchin embryos. Dev. Growth Differ. 21, 545-552. Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		11:00:00	late blastula stage	ecao_developmental_stage				
ECAO:0000300	swimming blastula stage		stage 12				The embryo has hatched from the fertilization envelope and swims freely. It is still a hollow sphere that is one cell layer thick, but the cells constituting the vegetal plate (i.e. located at the vegetal pole) have started thickening along the apico-basal axis, thereby creating a morphological landmark that enables orienting the embryo along the animal-vegetal axis.	SB												NCBITaxon:7656	Formery et al., (in prep) Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		12:00:00	hatched blastula stage	ecao_developmental_stage				
ECAO:0000310	late swimming blastula stage		stage 12				The embryo has started elongated along the animal-vegetal axis. Its vegetal region has further continued to thicken and it is marked by a characteristic 'V' shape formed by the blastocoel at the level of the cells constituting the vegetal plate, thereby pointing to the vegetal pole. 	late-SB												NCBITaxon:7656	Formery et al., (in prep) Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		13:00:00	swimming blastula stage	ecao_developmental_stage				
ECAO:0000320	gastrula period		embryogenesis phase				The period that immediately follows the blastula period and precedes organogenesis. It is characterized by extensive movements of cells in the vegetal region of the embryo. This period culminates in the formation of a multilayered embryo composed of three primary germ layers (ectoderm, mesoderm, and endoderm). The cell movements of gastrulation include ingression of migratory, mesenchymal cells into the blastocoel and invagination of the vegetal plate that creates the primitive gut (archenteron). 		UBERON:0000109															blastula period	ecao_developmental_stage				
ECAO:0000330	mesenchyme blastula episode		gastrula period				The first episode of the gastrulation period, characterized by the ingression into the blastocoel of the skeletogenic primary mesenchyme cells (PMCs), prior to the invagination of the vegetal plate.	MB																					
ECAO:0000340	early mesenchyme blastula episode		stage 12				Skeletogenic primary mesenchyme cells (PMCs) are starting to ingress from the vegetal plate into the blastocoel through an epithelial–to-mesenchymal transition (EMT). 	eMB													Formery et al., (in prep) Kominami, T. and Takata, H. (2004). Gastrulation in the sea urchin embryo: a model system for analyzing the morphogenesis of a monolayered epithelium. Dev Growth Differ 46, 309ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ26. Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		14:00:00	vegetal plate stage	ecao_developmental_stage				
ECAO:0000350	mid-mesenchyme blastula episode		stage 12				Almost all skeletogenic primary mesenchyme cells (PMCs) have ingressed into the blastocoel and remain in a mound on the vegetal plate. 	mid-MB													Formery et al., (in prep) Kominami, T. and Takata, H. (2004). Gastrulation in the sea urchin embryo: a model system for analyzing the morphogenesis of a monolayered epithelium. Dev Growth Differ 46, 309ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ26. Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		15:00:00	early mesenchyme blastula episode	ecao_developmental_stage				
ECAO:0000360	late mesenchyme blastula episode		stage 12				All skeletogenic primary mesenchyme cells (PMCs) have ingressed into the blastocoel. Many of these cells have extended filopodia and migrated away from the vegetal plate. The cells are found along the blastocoel wall, although they remain concentrated in the vegetal hemisphere of the embryo. The vegetal plate has flattened following the ingression of the PMCs. However, it has not started to invaginate. It is now composed at its center of the 8 small micromere descendants (the germ line) surrounded by non-skeletogenic mesoderm (NSM). 	late-MB																mid-mesenchyme blastula episode	ecao_developmental_stage				
ECAO:0000370	invagination episode		gastrula period				Period during which the inpocketing and elongation of the archenteron takes place.																	mesenchyme blastula phase	ecao_developmental_stage				
ECAO:0000380	blastopore formation stage		invagination episode				The embryo is characterized morphologically by a slight invagination of the vegetal plate. This invagination has generated the anterior portion of the archenteron (primitive digestive tract) and the blastopore, an opening that will persist as the larval anus. 	blasto-G, blastopore gastrula stage													Formery et al., (in prep) Kominami, T. and Takata, H. (2004). Gastrulation in the sea urchin embryo: a model system for analyzing the morphogenesis of a monolayered epithelium. Dev Growth Differ 46, 309ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ26. Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654. Wessel, G. M. and Wikramanayake, A. (1999). How to grow a gut: ontogeny of the endoderm in the sea urchin embryo. BioEssays 21, 459ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ471.		18:00:00	late mesenchyme blastula episode	ecao_developmental_stage				
ECAO:0000385	stage 13		gastrula period				The embryo is undergoing the first phase of archenteron extension (early gastrula stage).													NCBITaxon:7586				stage 12	ecao_developmental_stage				
ECAO:0000390	early gastrula stage		stage 13				The archenteron (primitive digestive tract) has elongated up to 1/3 of its final length. This elongation has occurred through the inward movement of all non-skeletogenic mesoderm (NSM) cells and part of the endoderm.	eG, EG													Formery et al., (in prep) Kominami, T. and Takata, H. (2004). Gastrulation in the sea urchin embryo: a model system for analyzing the morphogenesis of a monolayered epithelium. Dev Growth Differ 46, 309ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ26. Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		20:00:00	blastopore formation stage	ecao_developmental_stage				
ECAO:0000395	stage 14		gastrula period				The embryo is undergoing the middle phase of archenteron extension (mid-gastrula stage).													NCBITaxon:7586				stage 13	ecao_developmental_stage				
ECAO:0000400	mid-gastrula stage		stage 14				The archenteron (primitive digestive tract) has elongated to about half (1/3-2/3) of its final length. 	G, mid-G													Formery et al., (in prep) Kominami, T. and Takata, H. (2004). Gastrulation in the sea urchin embryo: a model system for analyzing the morphogenesis of a monolayered epithelium. Dev Growth Differ 46, 309ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ26. Martik, M. L. and McClay, D. R. (2017). New insights from a high-resolution look at gastrulation in the sea urchin, Lytechinus variegatus. Mechanisms of Development 148, 3ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ10. Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		22:00:00	early gastrula stage	ecao_developmental_stage				
ECAO:0000405	stage 15		gastrula period				The embryo is undergoing the last phase of archenteron extension (late gastrula stage).													NCBITaxon:7586				stage 14	ecao_developmental_stage				
ECAO:0000410	late gastrula stage		stage 15				The archenteron (primitive digestive tract) has elongated up to more than 2/3 of its maximal length.	LG, late-G													Formery et al., (in prep) Kominami, T. and Takata, H. (2004). Gastrulation in the sea urchin embryo: a model system for analyzing the morphogenesis of a monolayered epithelium. Dev Growth Differ 46, 309ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ26. Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		24:00:00	mid-gastrula stage	ecao_developmental_stage				
ECAO:0000420	organogenesis period		embryogenesis phase				The period that immediately follows the gastrula period. It is characterized by the progressive maturation of tissues and organs. This period culminates in the opening of the mouth. 																	gastrula period	ecao_developmental_stage				
ECAO:0000422	stage 16		organogenesis period				The embryo has completed archenteron elongation and mesenchyme cell ingression is complete (includes early prism and early organogenesis stages).													NCBITaxon:7586				stage 15	ecao_developmental_stage				
ECAO:0000424	stage 17		organogenesis period				The embryo has paired coelomic evaginations at the tip of the archenteron but lacks a stomodeal invagination and gut constrictions (includes late prism and mid-organogenesis stages).													NCBITaxon:7586				stage 16	ecao_developmental_stage				
ECAO:0000426	stage 18		organogenesis period				The embryo has paired coelomic pouches along with a stomodeal invagination and gut constrictions (includes late and very late organogenesis stages).													NCBITaxon:7586				stage 17	ecao_developmental_stage				
ECAO:0000428	stage 19		organogenesis period				The embryo has an open mouth (open mouth stage).													NCBITaxon:7586				stage 18	ecao_developmental_stage				
ECAO:0000430	prism stage		organogenesis period				The embryo is mainly characterized morphologically by a typical triangular shape, the beginning of the tripatition of the digestive tract and the presence of pigmented cells. The oral (or ventral) ectoderm has by now even more flattened, making an almost perfect right angle with the blastoporal side of the embryo. By contrast, on the opposite side, the aboral (or dorsal) ectoderm has round up and slightly elongated, thereby forming the primitive apex of the future larvae. These changes have conferred the embryo a typical and easy recognizable triangular shape. In the oral ectoderm, a small depression has further appeared, called the stomodeum, which will later fuse with the tip of the archenteron to form the mouth. In the blastocoel, the digestive tract has also by now bended toward the stomodeum and started to become tripartite. The cardiac sphincter has started forming, separating the future esophagus from the future stomach. The triradiate spicules have also continued elongating, thereby forming by now, towards the animal pole, the right and left dorsoventral connecting rods, towards the apex, the body rods, and along the vegetal, oral ectoderm the left and right ventral transverse rods. Moreover, some non-skeletogenic mesenchyme cells (or NSM cells, secondary mesenchyme cells or SMC) have started becoming pigmented and inserted into the aboral ectoderm. These cells represent part of the future immune system of the larvae along with other blastocoelar cells that are present in the blastocoel around the gut. In the vicinity of the future esophagus, other non-skeletogenic mesoderm descendant cells along with some endoderm cells have further arranged to form a single unpaired coelomic pouch. At the animal pole, the apical pole domain has also started to flatten making the embryo look like a square when viewed from the oral side, and it still arbors a tuft a long and immotile cilia. Finally, within the apical pole domain, but not yet in the ciliary band, molecular labeling surveys also start by this stage to reveal the presence of differentiating neuronal cells.	Pr, D													Formery et al., (in prep) Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		32:00:00	invagination episode	ecao_developmental_stage				
ECAO:0000440	larval development phase		Life cycle phase				The phase of the life cycle that begins when the mouth opens and the larva starts to feed, continues through the growth and maturation of the larva, and ends with metamorphosis.																						
ECAO:0000450	early feeding larva period	UBERON:0000105	larval development 				Biological process during which the specific outcome is the progression of a free-living larva before the development of the adult. Indirect development represents the mainstream developmental mode of metazoans. This process usually starts with the emergence of a larva that is planktonic and stops at the end of metamorphosis once the animal assumes adult characters.		UBERON:0000069															organogenesis period	ecao_developmental_stage				
ECAO:0000460	early pluteus larva stage		early feeding larva period				The embryo is by now a fully formed pluteus larva. The mouth has opened and the digestive tract is becoming functional. On the ventral side, the mouth is surrounded anteriorly by an oral hood and posteriorly by two postoral arms. On the dorsal side, the apex has lengthened. The skeleton has indeed continued extending, expending the dorsoventral connecting rods, the body rods, and the ventral transverse rods as well as developing the anterolateral rods and the postoral rods. Within the larva, the tripartition of the digestive tract has further progressed. The cardiac sphincter is now fully formed in between the esophagus and the stomach, and the pyloric sphincter in between the stomach and the intestine and the anal sphincter at the level of the anus have also started forming. Around the esophagus, the coelomic pouch has further developed into two bilobed sacs (or pouches), one on each side of the digestive tract. Finally, within the apical pole domain, as well as within the ciliary band, differentiated neurons with their extended axons can also now be distinguished by immunostaining. In parallel, the apical tuft of long and immotile cilia remains discernable at the tip of the oral hood, while in parallel the ciliary band has further started growing a concentrated number of intermediate size motile cilia, which will be used by the larva to swim directionally.	Eplut, early pluteus stage, 2-arm pluteus stage	UBERON:0008265												Formery et al., (in prep) Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		40:00:00	prism stage	ecao_developmental_stage				
ECAO:0000470	4-arm pluteus larva stage		larval development phase				The larva is characterized by the presence, on the ventral side, of four extended arms (two anterolateral arms at the level of the oral hood and two postoral arms) and on the dorsal side by a sleeked apex. The larva now possesses a completely tripartite and functional digestive tract composed of an esophagus, a stomach, and an intestine, respectively limited by a cardiac sphincter, a pyloric sphincter, and an anal sphincter. 	Pluteus, pluteus larva, Plut, Plut4a, P	UBERON:0008265												Brandhorst, B. P. and Klein, W. H. (2002). Molecular patterning along the sea urchin animal-vegetal axis. Int Rev Cytol 213, 183ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Formery et al., (in prep) Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Smith, M. M., Smith, L. C., Cameron, R. A., & Urry, L. A. (2008). The larval stages of the sea urchin, Strongylocentrotus purpuratus. Journal of Morphology, 269(6), 713ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ733 Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		48:00:00	early pluteus larva stage	ecao_developmental_stage				
ECAO:0000480	late feeding larva period		larval development phase				To be written																	early feeding larva period	ecao_developmental_stage				
ECAO:0000490	6-arm pluteus larva stage		larval development phase				The larva is characterized by the presence on the ventral side of six arms, and by the development, on the anterior midline of the esophagus, of the dorsal arch. 	Plut6a	UBERON:0008265												Formery et al., (in prep) Okazaki, K. (1975). Normal Development to Metamorphosis. In The Sea Urchin Embryo: Biochemistry and Morphogenesis (ed. Czihak, G.), pp. 177ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ232. Berlin, Heidelberg: Springer Berlin Heidelberg. Smith, M. M., Smith, L. C., Cameron, R. A., & Urry, L. A. (2008). The larval stages of the sea urchin, Strongylocentrotus purpuratus. Journal of Morphology, 269(6), 713ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ733 Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS One 5, e9654.		#ERROR!	4-arm pluteus larva stage	ecao_developmental_stage				
